Date,Closing Price,Volume
2022-01-01,0.17303499579429626,371336089
2022-01-02,0.17440299689769745,391041933
2022-01-03,0.170087993144989,505900382
2022-01-04,0.16880300641059875,541922892
2022-01-05,0.15941999852657318,994086848
2022-01-06,0.16021299362182617,715345645
2022-01-07,0.155022993683815,969384523
2022-01-08,0.15195399522781372,584437036
2022-01-09,0.15106500685214996,408786249
2022-01-10,0.1433590054512024,763684873
2022-01-11,0.1533990055322647,1628447666
2022-01-12,0.16165199875831604,896008600
2022-01-13,0.17204299569129944,2301820074
2022-01-14,0.18354900181293488,5784004926
2022-01-15,0.18510299921035767,1878282290
2022-01-16,0.17717599868774414,1102750171
2022-01-17,0.1711450070142746,1094379303
2022-01-18,0.16548499464988708,979693368
2022-01-19,0.16235600411891937,935006164
2022-01-20,0.15520399808883667,469269658
2022-01-21,0.14263999462127686,1163061854
2022-01-22,0.13289199769496918,1693524581
2022-01-23,0.14186300337314606,1006234946
2022-01-24,0.1377979964017868,1446873574
2022-01-25,0.14304900169372559,1347567750
2022-01-26,0.14378899335861206,1253108115
2022-01-27,0.1412470042705536,608707586
2022-01-28,0.14165599644184113,506667466
2022-01-29,0.1430560052394867,397610776
2022-01-30,0.13947099447250366,363976741
2022-01-31,0.1418049931526184,412307174
2022-02-01,0.14263099431991577,409432267
2022-02-02,0.13723500072956085,483194691
2022-02-03,0.1375409960746765,383506507
2022-02-04,0.14750300347805023,580740990
2022-02-05,0.1471409946680069,587009429
2022-02-06,0.15376999974250793,757004142
2022-02-07,0.1655779927968979,1791358822
2022-02-08,0.15840500593185425,1190116000
2022-02-09,0.1591230034828186,778670798
2022-02-10,0.15188899636268616,1053630584
2022-02-11,0.14484700560569763,776730555
2022-02-12,0.14440500736236572,602699408
2022-02-13,0.14894799888134003,1581065491
2022-02-14,0.14600299298763275,898042727
2022-02-15,0.151760995388031,674961496
2022-02-16,0.14909499883651733,505588732
2022-02-17,0.1385519951581955,721382126
2022-02-18,0.1387680023908615,563817289
2022-02-19,0.14120599627494812,655782652
2022-02-20,0.13686800003051758,490138547
2022-02-21,0.12849000096321106,913773124
2022-02-22,0.13155299425125122,711967119
2022-02-23,0.12784600257873535,587472906
2022-02-24,0.12381300330162048,2046477370
2022-02-25,0.12757599353790283,805161073
2022-02-26,0.12764699757099152,535575654
2022-02-27,0.12311100214719772,592809151
2022-02-28,0.13315600156784058,765755924
2022-03-01,0.1339379996061325,876604512
2022-03-02,0.1329900026321411,709536320
2022-03-03,0.12961000204086304,518193386
2022-03-04,0.12259099632501602,650665594
2022-03-05,0.12499599903821945,334091552
2022-03-06,0.12076599895954132,400458464
2022-03-07,0.11710499972105026,513014829
2022-03-08,0.11702899634838104,491414294
2022-03-09,0.12158799916505814,519157507
2022-03-10,0.1168849989771843,513641345
2022-03-11,0.11560200154781342,388727358
2022-03-12,0.11513599753379822,235277001
2022-03-13,0.11160799860954285,373430106
2022-03-14,0.11404799669981003,822092169
2022-03-15,0.1127839982509613,400614617
2022-03-16,0.116907998919487,537170937
2022-03-17,0.11650200188159943,412838814
2022-03-18,0.11930599808692932,410862503
2022-03-19,0.12356899678707123,628081786
2022-03-20,0.11915399879217148,428111799
2022-03-21,0.1193389967083931,439486516
2022-03-22,0.12248100340366364,610507111
2022-03-23,0.12972700595855713,998922753
2022-03-24,0.13654999434947968,2017926806
2022-03-25,0.13101300597190857,882486375
2022-03-26,0.13586799800395966,610401998
2022-03-27,0.14473199844360352,1445019558
2022-03-28,0.14265699684619904,1476875507
2022-03-29,0.1444700062274933,961074557
2022-03-30,0.14320999383926392,884305263
2022-03-31,0.13782599568367004,1055136949
2022-04-01,0.14131499826908112,877530017
2022-04-02,0.13891300559043884,682408266
2022-04-03,0.14645299315452576,1047399132
2022-04-04,0.14859099686145782,2253509569
2022-04-05,0.1729069948196411,5230288678
2022-04-06,0.14341700077056885,3729047979
2022-04-07,0.14610199630260468,1420790611
2022-04-08,0.14254899322986603,1683800631
2022-04-09,0.14430299401283264,523997409
2022-04-10,0.14953500032424927,1931829669
2022-04-11,0.1346540004014969,1515679359
2022-04-12,0.13807600736618042,1214105682
2022-04-13,0.14008000493049622,890728707
2022-04-14,0.14392000436782837,1759067761
2022-04-15,0.14602600038051605,1140382087
2022-04-16,0.14371199905872345,584019179
2022-04-17,0.13945899903774261,636442285
2022-04-18,0.14028599858283997,909718484
2022-04-19,0.14266499876976013,679511647
2022-04-20,0.14087800681591034,1068542289
2022-04-21,0.13636499643325806,740549793
2022-04-22,0.13639500737190247,505251263
2022-04-23,0.1342409998178482,349740069
2022-04-24,0.13194699585437775,436620221
2022-04-25,0.1579589992761612,5177823685
2022-04-26,0.1377670019865036,4529010503
2022-04-27,0.1396999955177307,1765370972
2022-04-28,0.137363001704216,1105137506
2022-04-29,0.13502700626850128,1555397213
2022-04-30,0.12755699455738068,916612071
2022-05-01,0.1327729970216751,991710768
2022-05-02,0.13093799352645874,769062732
2022-05-03,0.1295199990272522,555706527
2022-05-04,0.1358090043067932,838050627
2022-05-05,0.12842999398708344,1258066467
2022-05-06,0.12790100276470184,839005988
2022-05-07,0.1275320053100586,746383231
2022-05-08,0.12420699745416641,728953161
2022-05-09,0.104823999106884,1353326367
2022-05-10,0.10847699642181396,1723066438
2022-05-11,0.08458100259304047,2556008051
2022-05-12,0.08267100155353546,2631064083
2022-05-13,0.08833099901676178,1444350618
2022-05-14,0.08979599922895432,902479951
2022-05-15,0.09284300357103348,651900826
2022-05-16,0.08784099668264389,606521740
2022-05-17,0.09021300077438354,560800173
2022-05-18,0.08364900201559067,558257804
2022-05-19,0.08672299981117249,613801947
2022-05-20,0.08397699892520905,518556378
2022-05-21,0.08446300029754639,335246011
2022-05-22,0.08610499650239944,375026021
2022-05-23,0.08325300365686417,507385171
2022-05-24,0.08363699913024902,462415724
2022-05-25,0.08298499882221222,419834752
2022-05-26,0.07825200259685516,711890873
2022-05-27,0.08133500069379807,1310057650
2022-05-28,0.08183900266885757,535539620
2022-05-29,0.08268599957227707,394962471
2022-05-30,0.0878710001707077,690696756
2022-05-31,0.08586499840021133,672444588
2022-06-01,0.08105599880218506,830748610
2022-06-02,0.08277200162410736,434510607
2022-06-03,0.08044199645519257,403339248
2022-06-04,0.08177699893712997,350329772
2022-06-05,0.08122900128364563,282624184
2022-06-06,0.08252999931573868,503707292
2022-06-07,0.08051300048828125,509642725
2022-06-08,0.07943899929523468,328046389
2022-06-09,0.0793360024690628,274673852
2022-06-10,0.0754539966583252,431520761
2022-06-11,0.06989499926567078,497184012
2022-06-12,0.06433600187301636,708156957
2022-06-13,0.05392099916934967,1465281537
2022-06-14,0.05559200048446655,908921329
2022-06-15,0.06300000101327896,1122284662
2022-06-16,0.0550290010869503,724479688
2022-06-17,0.056995000690221786,383830484
2022-06-18,0.053011998534202576,652345943
2022-06-19,0.06039600074291229,1166163984
2022-06-20,0.060176998376846313,499018791
2022-06-21,0.06557100266218185,1051899538
2022-06-22,0.06171099841594696,633619298
2022-06-23,0.06403200328350067,434169751
2022-06-24,0.06712400168180466,514729444
2022-06-25,0.0685029998421669,432671864
2022-06-26,0.07317700237035751,883689355
2022-06-27,0.0722389966249466,962250061
2022-06-28,0.06595700234174728,534793983
2022-06-29,0.06946799904108047,592828738
2022-06-30,0.06608600169420242,566648029
2022-07-01,0.06617499887943268,472441458
2022-07-02,0.06669799983501434,352589827
2022-07-03,0.06717900186777115,280878240
2022-07-04,0.06947200000286102,379581122
2022-07-05,0.06715500354766846,403220687
2022-07-06,0.06858299672603607,398926503
2022-07-07,0.07062099874019623,402591742
2022-07-08,0.06925699859857559,444369733
2022-07-09,0.06951200217008591,254272147
2022-07-10,0.06726299971342087,299810124
2022-07-11,0.06184700131416321,326125900
2022-07-12,0.06008699908852577,298462083
2022-07-13,0.06195300072431564,446505400
2022-07-14,0.062394000589847565,348090510
2022-07-15,0.06304199993610382,374357844
2022-07-16,0.06428000330924988,279644299
2022-07-17,0.06310699880123138,249697026
2022-07-18,0.06771499663591385,564795959
2022-07-19,0.06901299953460693,552211168
2022-07-20,0.07011999934911728,1019375521
2022-07-21,0.06995999813079834,492434239
2022-07-22,0.067562997341156,479456105
2022-07-23,0.06812400370836258,427922351
2022-07-24,0.06772399693727493,369141492
2022-07-25,0.0623060017824173,448572441
2022-07-26,0.06251200288534164,416488015
2022-07-27,0.06702099740505219,499204589
2022-07-28,0.06910800188779831,650983024
2022-07-29,0.06890899688005447,696887711
2022-07-30,0.06964399665594101,760571682
2022-07-31,0.06827200204133987,521194035
2022-08-01,0.06872499734163284,444088167
2022-08-02,0.0666939988732338,336642237
2022-08-03,0.06619500368833542,286819387
2022-08-04,0.06735700368881226,256457805
2022-08-05,0.06976500153541565,336216727
2022-08-06,0.0686739981174469,277979112
2022-08-07,0.06893999874591827,204862521
2022-08-08,0.07005500048398972,399183407
2022-08-09,0.06912499666213989,611327142
2022-08-10,0.07119499891996384,431172729
2022-08-11,0.07092999666929245,563908591
2022-08-12,0.07234500348567963,320410367
2022-08-13,0.07283999770879745,446287445
2022-08-14,0.08168700337409973,1530403447
2022-08-15,0.07671999931335449,855017472
2022-08-16,0.08696399629116058,1947377918
2022-08-17,0.08015400171279907,996272861
2022-08-18,0.07507900148630142,621394159
2022-08-19,0.06793899834156036,965543533
2022-08-20,0.06954000145196915,537299425
2022-08-21,0.06944800168275833,421455865
2022-08-22,0.06839100271463394,453413439
2022-08-23,0.06876999884843826,335476543
2022-08-24,0.06798999756574631,345474347
2022-08-25,0.06909400224685669,469798193
2022-08-26,0.063571996986866,620512451
2022-08-27,0.0635870024561882,380887727
2022-08-28,0.061785999685525894,295086067
2022-08-29,0.06388700008392334,315005254
2022-08-30,0.061524998396635056,328934727
2022-08-31,0.061330001801252365,309748693
2022-09-01,0.06237199902534485,328765413
2022-09-02,0.06163499876856804,273453013
2022-09-03,0.0626939982175827,297123402
2022-09-04,0.06322599947452545,250044436
2022-09-05,0.06273800134658813,231918999
2022-09-06,0.05898300185799599,471485708
2022-09-07,0.061103999614715576,324781387
2022-09-08,0.06097700074315071,268099702
2022-09-09,0.06401800364255905,487988732
2022-09-10,0.06477600336074829,413101249
2022-09-11,0.06371399760246277,327741964
2022-09-12,0.06390500068664551,383630739
2022-09-13,0.06012900173664093,461644993
2022-09-14,0.06117299944162369,369554274
2022-09-15,0.05879100039601326,327176374
2022-09-16,0.060423001646995544,247011315
2022-09-17,0.062210001051425934,209604119
2022-09-18,0.05751999840140343,265405124
2022-09-19,0.058612000197172165,301268389
2022-09-20,0.058416999876499176,294929293
2022-09-21,0.05740400031208992,406017754
2022-09-22,0.059599000960588455,241738855
2022-09-23,0.06333599984645844,704823247
2022-09-24,0.06323400139808655,969527521
2022-09-25,0.06115199998021126,367453955
2022-09-26,0.06108900159597397,323710024
2022-09-27,0.06060900166630745,337427597
2022-09-28,0.06062300130724907,277399298
2022-09-29,0.06072799861431122,229157795
2022-09-30,0.06165299937129021,369084722
